game_date,sport,player_name,player_name_norm,participant_name,participant_name_norm,participant_id,participant_source_id,participant_source_id_type,participant_source_key,participant_join_key,market_key,market_family,bookmaker,bookmaker_key,side,side_norm,line,price,event_id,market_selection_key,market_offer_key,commence_time,selection_rule,source,pulled_at,snapshot_type,is_closing_line,snapshot_rank
2026-05-10,MLB,cristopher sanchez,cristopher sanchez,cristopher sanchez,cristopher sanchez,mlbam_player:650911,650911,mlbam_player,mlbam_player:650911,mlbam_player:650911,pitcher_strikeouts,player_prop,DraftKings,draftkings,under,under,7.5,-129,6dd9cd4491079d3cedf1f7d3ff85b358,MLB|pitcher_strikeouts|name:cristopher sanchez|under|7.5,MLB|pitcher_strikeouts|name:cristopher sanchez|under|7.5|draftkings,,official_pick_recorded_line_per_game_player_book_side,official_picks_history_selected_lines,,official_pick_record,False,1
2026-05-10,MLB,luis severino,luis severino,luis severino,luis severino,mlbam_player:622663,622663,mlbam_player,mlbam_player:622663,mlbam_player:622663,pitcher_strikeouts,player_prop,DraftKings,draftkings,over,over,4.5,-148,42a6a833eaecf112c826202eb1d596f9,MLB|pitcher_strikeouts|name:luis severino|over|4.5,MLB|pitcher_strikeouts|name:luis severino|over|4.5|draftkings,,official_pick_recorded_line_per_game_player_book_side,official_picks_history_selected_lines,,official_pick_record,False,1
2026-05-10,MLB,sandy alcantara,sandy alcantara,sandy alcantara,sandy alcantara,mlbam_player:645261,645261,mlbam_player,mlbam_player:645261,mlbam_player:645261,pitcher_strikeouts,player_prop,FanDuel,fanduel,over,over,4.5,-136,2f41717fcce350329e8ac46662be3d88,MLB|pitcher_strikeouts|name:sandy alcantara|over|4.5,MLB|pitcher_strikeouts|name:sandy alcantara|over|4.5|fanduel,,official_pick_recorded_line_per_game_player_book_side,official_picks_history_selected_lines,,official_pick_record,False,1
2026-05-09,MLB,tanner bibee,tanner bibee,tanner bibee,tanner bibee,mlbam_player:676440,676440,mlbam_player,mlbam_player:676440,mlbam_player:676440,pitcher_strikeouts,player_prop,DraftKings,draftkings,over,over,4.5,-156,9fd60ef171dd7d6b753c07fe32aa37f6,MLB|pitcher_strikeouts|name:tanner bibee|over|4.5,MLB|pitcher_strikeouts|name:tanner bibee|over|4.5|draftkings,,official_pick_recorded_line_per_game_player_book_side,official_picks_history_selected_lines,,official_pick_record,False,1
2026-05-09,MLB,landen roupp,landen roupp,landen roupp,landen roupp,mlbam_player:694738,694738,mlbam_player,mlbam_player:694738,mlbam_player:694738,pitcher_strikeouts,player_prop,BetMGM,betmgm,under,under,5.5,115,54ac0c67d3a1921cfede4e125572526e,MLB|pitcher_strikeouts|name:landen roupp|under|5.5,MLB|pitcher_strikeouts|name:landen roupp|under|5.5|betmgm,,official_pick_recorded_line_per_game_player_book_side,official_picks_history_selected_lines,,official_pick_record,False,1
2026-05-09,MLB,blake snell,blake snell,blake snell,blake snell,mlbam_player:605483,605483,mlbam_player,mlbam_player:605483,mlbam_player:605483,pitcher_strikeouts,player_prop,FanDuel,fanduel,over,over,4.5,-148,4e0f5d6412cdfd2b0ade4fee11642753,MLB|pitcher_strikeouts|name:blake snell|over|4.5,MLB|pitcher_strikeouts|name:blake snell|over|4.5|fanduel,,official_pick_recorded_line_per_game_player_book_side,official_picks_history_selected_lines,,official_pick_record,False,1
2026-05-08,MLB,reid detmers,reid detmers,reid detmers,reid detmers,mlbam_player:672282,672282,mlbam_player,mlbam_player:672282,mlbam_player:672282,pitcher_strikeouts,player_prop,BetMGM,betmgm,under,under,5.5,-105,92c3e303601373eee3d37fbb858409af,MLB|pitcher_strikeouts|name:reid detmers|under|5.5,MLB|pitcher_strikeouts|name:reid detmers|under|5.5|betmgm,,official_pick_recorded_line_per_game_player_book_side,official_picks_history_selected_lines,,official_pick_record,False,1
2026-05-08,MLB,jacob misiorowski,jacob misiorowski,jacob misiorowski,jacob misiorowski,mlbam_player:694819,694819,mlbam_player,mlbam_player:694819,mlbam_player:694819,pitcher_strikeouts,player_prop,FanDuel,fanduel,under,under,7.5,104,3d859a4947ba1d62e82366cdebc59d78,MLB|pitcher_strikeouts|name:jacob misiorowski|under|7.5,MLB|pitcher_strikeouts|name:jacob misiorowski|under|7.5|fanduel,,official_pick_recorded_line_per_game_player_book_side,official_picks_history_selected_lines,,official_pick_record,False,1
2026-05-08,MLB,chris sale,chris sale,chris sale,chris sale,mlbam_player:519242,519242,mlbam_player,mlbam_player:519242,mlbam_player:519242,pitcher_strikeouts,player_prop,DraftKings,draftkings,under,under,7.5,-148,9faf187505c47b0f5009cb7d7da5200c,MLB|pitcher_strikeouts|name:chris sale|under|7.5,MLB|pitcher_strikeouts|name:chris sale|under|7.5|draftkings,,official_pick_recorded_line_per_game_player_book_side,official_picks_history_selected_lines,,official_pick_record,False,1
2026-05-07,MLB,JT Ginn,jt ginn,JT Ginn,,,,,,,pitcher_strikeouts,player_prop,FanDuel,,over,over,4.5,110,,,,,official_pick_recorded_line_per_game_player_book_side,official_picks_history_selected_lines,,official_pick_record,False,1
2026-05-07,MLB,Zac Gallen,zac gallen,Zac Gallen,,,,,,,pitcher_strikeouts,player_prop,DraftKings,,over,over,4.5,-119,,,,,official_pick_recorded_line_per_game_player_book_side,official_picks_history_selected_lines,,official_pick_record,False,1
2026-05-07,MLB,Simeon Woods Richardson,simeon woods richardson,Simeon Woods Richardson,,,,,,,pitcher_strikeouts,player_prop,FanDuel,,over,over,3.5,-118,,,,,official_pick_recorded_line_per_game_player_book_side,official_picks_history_selected_lines,,official_pick_record,False,1
2026-05-06,MLB,Adrian Houser,adrian houser,Adrian Houser,,,,,,,pitcher_strikeouts,player_prop,FanDuel,,over,over,3.5,120,,,,,official_pick_recorded_line_per_game_player_book_side,official_picks_history_selected_lines,,official_pick_record,False,1
2026-05-06,MLB,Bryan Woo,bryan woo,Bryan Woo,,,,,,,pitcher_strikeouts,player_prop,BetMGM,,over,over,4.5,-160,,,,,official_pick_recorded_line_per_game_player_book_side,official_picks_history_selected_lines,,official_pick_record,False,1
2026-05-06,MLB,Sonny Gray,sonny gray,Sonny Gray,,,,,,,pitcher_strikeouts,player_prop,DraftKings,,over,over,4.5,108,,,,,official_pick_recorded_line_per_game_player_book_side,official_picks_history_selected_lines,,official_pick_record,False,1
2026-05-05,MLB,Shohei Ohtani,shohei ohtani,Shohei Ohtani,,,,,,,pitcher_strikeouts,player_prop,DraftKings,,under,under,7.5,-152,,,,,official_pick_recorded_line_per_game_player_book_side,official_picks_history_selected_lines,,official_pick_record,False,1
